gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000029449,4426.247372171811,-0.10339484070748811,0.05688977574399861,-1.8174591014870611,0.06914684521681298,0.13138763237403214
ENSMUSG00000090086,400.3442652083806,0.41668412348485234,0.10676931795519176,3.9026579120766094,9.514212611669336e-5,3.37979641439681e-4
ENSMUSG00000038384,3514.6796962341105,0.25923674750469744,0.06156092471010908,4.2110599982934875,2.5417522275728027e-5,9.8353806813325e-5
ENSMUSG00000029440,579.2493650308782,-0.35104478607669365,0.09164779187668619,-3.8303681833276566,1.279516628026028e-4,4.4467106055919074e-4
ENSMUSG00000029442,26.186913512042764,1.2724376038332468,0.3935293099741229,3.2333998296516158,0.001223262266793603,0.003580586436064864
ENSMUSG00000094664,1.5362348582100753,-0.47476123480835997,1.5392142985539454,-0.3084438828656846,0.7577445948378815,0.8456933050429873
ENSMUSG00000087336,2.000994116533853,0.8265814847547567,1.357256479057186,0.609009054301173,0.542518437422798,0.6767025211299325
ENSMUSG00000029438,518.7617907136477,0.5058945230623916,0.09075262264916796,5.574434195891856,2.4833565102223274e-8,1.3778251658292895e-7
ENSMUSG00000065191,5.2895459218039695,0.8153102363344058,0.8334164382382054,0.9782747242878062,0.32793846743184873,0.4687858445769329
ENSMUSG00000086700,1.822363447843233,-0.36246672227724147,1.386637920292677,-0.26139968983448525,0.7937842961998821,0.8656447863399555
ENSMUSG00000038342,5273.324482633563,0.20989685329613664,0.047009894003380966,4.4649505757456245,8.008723732134286e-6,3.3310275828856166e-5
ENSMUSG00000082532,2.246666103135423,1.221905743093116,1.3145163871920111,0.9295477447057741,0.35260529392868567,0.49575276515925454
ENSMUSG00000086753,1.1480368509189554,-0.5713093123233175,1.868154337147857,-0.3058148360459046,0.7597456317842124,0.8467618406260715
ENSMUSG00000029433,1021.6444109504297,0.21115671794688323,0.06807734258501573,3.101717986174158,0.0019240115690134136,0.00541190462185416
ENSMUSG00000029431,2.802320372714985,0.09779656018905827,1.1711624464048715,0.08350383884768958,0.933450925096003,0.9592120161826657
ENSMUSG00000098951,1.328707895330244,0.5691973551502588,1.6822597426434587,0.33835283620104767,0.7350973115399388,0.8291979959461048
ENSMUSG00000029434,1589.55374331045,-0.1792473236867436,0.060185521866484445,-2.9782465637564104,0.002899026694886892,0.007874240990971162
ENSMUSG00000049550,3828.3312770265056,0.2810517388360348,0.048774492265139635,5.762268878335605,8.299064620876046e-9,4.847334521236292e-8
ENSMUSG00000029427,2750.876330141702,0.03754429243181649,0.05297471051695093,0.7087210494487367,0.47849759970783134,0.6204872755335419
ENSMUSG00000029422,7228.176892917322,0.1380053792424998,0.06043480998258782,2.283541212130248,0.022398508157523225,0.04937302602830949
ENSMUSG00000029414,1072.7270167988372,-0.3726511807428296,0.06697220533362672,-5.564266233827029,2.6325776839621632e-8,1.4552169249332437e-7
ENSMUSG00000045502,24.34319270246039,-1.5541072174312598,0.4008716858053958,-3.8768196219917246,1.0583075664447065e-4,3.7336241967592153e-4
ENSMUSG00000023106,1356.4742504170476,-0.10941945462300909,0.06493906992790693,-1.6849556783687032,0.09199712299783394,0.16782273057646752
ENSMUSG00000061882,70.57936418631822,0.9625370942804341,0.22646026129217964,4.2503576070618685,2.134294842981346e-5,8.348736073166403e-5
ENSMUSG00000000915,6475.887496302645,-0.10958046915201164,0.05310798907353097,-2.0633518810190945,0.03907920818688436,0.08008202746656762
ENSMUSG00000066278,18142.1387902951,0.1525337000549672,0.05504823189005567,2.7709100695479747,0.005589986330945428,0.014265556071135516
ENSMUSG00000029408,808.2710121796873,-0.11136913084143603,0.0851702041961298,-1.3076067140214362,0.19100673846833666,0.30720992365878136
ENSMUSG00000085433,41.786241586301514,-0.6391203238721188,0.2939055227943034,-2.174577455352624,0.02966179528336485,0.06310429129350434
ENSMUSG00000023707,472.6972684096543,-0.25057561293804814,0.10218896465474148,-2.4520809442061577,0.014203270777871667,0.033007290191341965
ENSMUSG00000029404,979.6291313965122,-0.33857955072389895,0.07803380699437434,-4.3388828991555934,1.4320880022244014e-5,5.751109002666167e-5
ENSMUSG00000029406,2799.890880870789,1.7620271372190892,0.06893109064066825,25.562153751554323,4.022776564634718e-144,4.1965511569326014e-142
ENSMUSG00000038126,1457.9025199437376,-0.08517104996655266,0.06039161951082066,-1.410312401893646,0.1584474581251815,0.26417234167813897
ENSMUSG00000047635,200.4279576425678,-0.2638408729343348,0.13474421936876527,-1.9580867674349753,0.050219832204394146,0.09970064718338616
ENSMUSG00000029394,312.16298020086936,-0.01061573536287018,0.11505954467328372,-0.09226297038645506,0.9264891081934017,0.9551823757937374
ENSMUSG00000038095,4970.534179689359,0.040882156772042225,0.046668733298179395,0.8760074225892283,0.3810259986200543,0.5258229113397658
ENSMUSG00000049327,2511.9716668558767,-0.18055822249006745,0.056951603084774566,-3.170379984235033,0.0015223970832596923,0.004371903709001193
ENSMUSG00000029401,2785.9248805240204,0.12070381488849755,0.055737104286116716,2.165591780098326,0.030342395072391594,0.06434624687199177
ENSMUSG00000029402,133.8072935732927,-0.09191898511760499,0.16664148477408894,-0.5515972522821487,0.5812243193990734,0.7085337293958539
ENSMUSG00000029392,34.476869632715605,0.8749336765296817,0.31913895746461324,2.7415445719336726,0.006115106349388868,0.015462704795248658
ENSMUSG00000029390,1195.2819619367683,-0.23490365241224495,0.07163063708356568,-3.279374049657018,0.0010403763866729209,0.003098335851630244
ENSMUSG00000029389,1365.3938981882702,-0.07007042981353763,0.06232933158638769,-1.1241967149354213,0.2609295827801051,0.39409591783025466
ENSMUSG00000029388,794.8523165017476,-0.37020897445403406,0.08139261670781926,-4.548434359629928,5.404649529671297e-6,2.2969120443129343e-5
ENSMUSG00000029387,641.7310811098292,0.046795043987277296,0.08393521177273011,0.5575138609762897,0.5771763914460386,0.7051801710279362
ENSMUSG00000029386,11.625978232767562,-0.39695517376882633,0.5630995311598465,-0.7049467310889007,0.4808433869947788,0.6225766592778749
ENSMUSG00000038023,2724.6724056127796,-0.2557728521972363,0.052806058941383696,-4.843626987599127,1.274901750933196e-6,5.912525747478504e-6
ENSMUSG00000038011,8.039578831033818,-0.5035055972807302,0.6536799351901157,-0.7702631978971346,0.4411437822748587,0.5848993486557148
ENSMUSG00000037979,909.1204462129316,0.31537769366809093,0.08025563297050269,3.9296642739582586,8.506454613038253e-5,3.0465332359629814e-4
ENSMUSG00000079215,1759.3026776474155,0.234138192498021,0.060584448946429746,3.864658283927807,1.1124483129034898e-4,3.9084903227780144e-4
ENSMUSG00000037962,0.946072232095149,3.303772607224471,2.0212643432051434,1.634507934764059,0.1021522415178942,NA
ENSMUSG00000029478,4870.811062147975,0.36245910889520006,0.06607956430209355,5.485192172850276,4.130201763635303e-8,2.2348676189658694e-7
ENSMUSG00000037936,359.03094375395233,-0.7278590093082915,0.11555785004667317,-6.298654821064197,3.002397492670406e-10,1.979861014736681e-9
ENSMUSG00000008348,1334.704299883383,0.566041732931795,0.27604097908462105,2.050571385483579,0.04030870535528666,0.08227267662267188
ENSMUSG00000072612,1.9608227125593702,0.9456639860010683,1.4721029401818488,0.6423898493703507,0.5206200887577803,0.6584539545062982
ENSMUSG00000029480,989.8247969556661,0.12135278562964173,0.0802080898741031,1.5129743872484747,0.13028616491463912,0.22482445249695807
ENSMUSG00000037905,878.9532029559192,0.08546809275232424,0.07433277934782041,1.1498035389259307,0.25022479733634295,0.380824285002243
ENSMUSG00000029482,514.1288723290648,0.7560570492901392,0.09974708743823454,7.579740609050919,3.4624650991868066e-14,3.0232122274797505e-13
ENSMUSG00000034324,0.6463014671486067,1.333150740514317,2.361765996428914,0.5644719851713061,0.572432960695847,NA
ENSMUSG00000029416,659.0951076074865,-0.35452728228057384,0.08101244362839663,-4.376207733058731,1.20761929816607e-5,4.907885179387044e-5
ENSMUSG00000072591,3.6297458539669893,5.2433914713881,1.4412316902882638,3.6381322355875745,2.7462242147221577e-4,9.024817048490783e-4
ENSMUSG00000081683,5.228583825259772,3.1793927002707645,1.081777657992498,2.939044522486166,0.0032922577706042937,0.008825913666650729
ENSMUSG00000029420,0.4825129486579608,2.326297435529085,2.7127395302333035,0.857545447914425,0.3911435089096427,NA
ENSMUSG00000029428,382.41883779136765,-1.0275904968493603,0.10853293324829938,-9.468006310107368,2.852356171079236e-21,3.6118438092925005e-20
ENSMUSG00000029430,4418.328199922652,-0.273221913185874,0.05113926983595004,-5.342702663967323,9.157090103221398e-8,4.783279991909797e-7
ENSMUSG00000044017,24.329050259092945,2.094853506594479,0.4368820334581634,4.795009513237595,1.6266711108897355e-6,7.434375889631819e-6
ENSMUSG00000060419,1227.2406341820429,0.08649079162401922,0.0783322464524913,1.104153085619421,0.26952673659715926,0.40459514125076834
ENSMUSG00000029439,2408.222304994872,0.11618418098721947,0.056273008904868055,2.064652010764767,0.038955938293893336,0.07985678062462334
ENSMUSG00000029436,48.36460804286271,-0.8578888734934464,0.2839065160712144,-3.0217301292170964,0.0025133451277938915,0.006915649689925747
ENSMUSG00000057244,7.6906664158577085,0.8259725111149964,0.6658424363121979,1.2404924439626994,0.21479330726112036,0.33715653155334463
ENSMUSG00000051034,109.18376835927197,0.4220252196754416,0.20267156441026887,2.0823109591295905,0.037314075535689925,0.07693937684864219
ENSMUSG00000034211,855.5471320152143,-0.0015878959253215433,0.07559711043387352,-0.021004717193661936,0.983241892730512,0.9897988862722804
ENSMUSG00000029432,475.8252313000794,0.6825494685503568,0.09656383213410974,7.068375948485752,1.567573923926642e-12,1.2202873453365577e-11
ENSMUSG00000086916,1.2697153149067892,0.673261858793393,1.7239927154694648,0.3905247700597478,0.69614854261398,0.7993724113735212
ENSMUSG00000029446,705.8038731312158,-0.26437341654718327,0.08153577800811519,-3.242422198030298,0.0011851830327028491,0.0034799114966105743
ENSMUSG00000029447,3532.459936584949,0.1052105125858914,0.055729980718179375,1.8878619951069038,0.05904447979950792,0.11454590777841611
